"EmployeeSaleID";"Time_TimeID";"Employee_EmployeeID";"TotalSale";"Commission"
2353;271;11;1202.81;60.14
2354;271;12;1875.88;131.31
2355;272;1;495.51;94.15
2356;272;2;959.5;76.76
2357;272;3;426.21;29.83
2358;272;4;9.86;0.89
2359;272;6;240.38;9.62
2360;272;7;3406.14;681.23
2361;272;8;1224.06;146.89
2362;272;9;846.84;152.43
2363;272;10;1438.9;100.72
2364;272;11;1187.22;59.36
2365;272;12;761.67;53.32
2366;273;1;654.75;124.4
2367;273;2;1654.03;132.32
2368;273;4;899.63;80.97
2369;273;5;953.6;28.61
2370;273;6;427.51;17.1
2371;273;8;1500.9;180.11
2372;273;9;352.13;63.38
2373;273;10;612.83;42.9
2374;273;11;121.54;6.08
2375;273;12;1110.02;77.7
2376;274;1;598.37;113.69
2377;274;2;1614.07;129.13
2378;274;3;599.89;41.99
2379;274;4;154.84;13.94
2380;274;5;831.98;24.96
2381;274;6;539.64;21.59
2382;274;7;560.41;112.08
2383;274;8;1293.08;155.17
2384;274;10;1028.2;71.97
2385;274;11;1260.26;63.01
2386;274;12;1219.4;85.36
2387;275;2;852.34;68.19
2388;275;3;613.2;42.92
2389;275;4;351.3;31.62
2390;275;6;702.77;28.11
2391;275;8;299.0;35.88
2392;275;9;237.25;42.7
2393;275;10;1776.6;124.36
2394;275;11;330.17;16.51
2395;275;12;694.48;48.61
2396;276;1;1175.71;223.38
2397;276;2;508.23;40.66
2398;276;3;878.04;61.46
2399;276;4;549.21;49.43
2400;276;5;474.73;14.24
2401;276;6;146.36;5.85
2402;276;7;869.64;173.93
2403;276;8;1957.94;234.95
2404;276;9;1256.03;226.09
2405;276;10;955.21;66.86
2406;276;11;886.6;44.33
2407;276;12;1382.51;96.78
2408;277;1;1142.23;217.02
2409;277;2;3557.21;284.58
2410;277;3;727.67;50.94
2411;277;6;2466.87;98.67
2412;278;1;971.33;184.55
2413;278;2;699.33;55.95
2414;278;3;653.34;45.73
2415;278;4;175.89;15.83
2416;278;5;146.83;4.4
2417;278;6;772.26;30.89
2418;278;7;1700.86;340.17
2419;278;8;686.77;82.41
2420;278;9;1004.89;180.88
2421;278;10;1426.67;99.87
2422;278;11;8.8;0.44
2423;278;12;659.37;46.16
2424;279;1;917.54;174.33
2425;279;2;749.02;59.92
2426;279;3;544.24;38.1
2427;279;4;587.53;52.88
2428;279;6;748.01;29.92
2429;279;8;487.37;58.48
2430;279;9;602.42;108.44
2431;279;10;2348.45;164.39
2432;279;11;1668.61;83.43
2433;279;12;938.87;65.72
2434;280;1;1287.8;244.68
2435;280;2;481.62;38.53
2436;280;3;1191.94;83.44
2437;280;4;23.04;2.07
2438;280;6;357.53;14.3
2439;280;7;275.54;55.11
2440;280;8;910.26;109.23
2441;280;9;366.33;65.94
2442;280;10;423.14;29.62
2443;280;12;1498.75;104.91
2444;281;1;1034.69;196.59
2445;281;2;764.53;61.16
2446;281;3;390.37;27.33
2447;281;4;838.33;75.45
2448;281;6;660.73;26.43
2449;281;8;3541.15;424.94
2450;281;9;551.38;99.25
2451;281;10;991.63;69.41
2452;281;11;1356.11;67.81
2453;281;12;592.82;41.5
2454;282;1;1094.09;207.88
2455;282;2;1422.74;113.82
2456;282;3;2665.34;186.57
2457;282;4;592.49;53.32
2458;282;6;371.53;14.86
2459;282;7;573.22;114.64
2460;282;8;1625.81;195.1
2461;282;9;29.05;5.23
2462;282;10;41.19;2.88
2463;282;11;687.11;34.36
2464;282;12;943.06;66.01
2465;283;1;1072.25;203.73
2466;283;2;51.48;4.12
2467;283;3;926.74;64.87
2468;283;4;707.54;63.68
2469;283;5;315.17;9.46
2470;283;6;866.29;34.65
2471;283;8;616.09;73.93
2472;283;9;654.25;117.76
2473;283;10;513.81;35.97
2474;283;11;1200.22;60.01
2475;283;12;672.79;47.1
2476;284;1;2482.57;471.69
2477;284;2;2485.09;198.81
2478;284;3;2860.11;200.21
2479;284;6;2000.03;80.0
2480;285;1;455.12;86.47
2481;285;2;391.44;31.32
2482;285;3;474.91;33.24
2483;285;6;401.78;16.07
2484;285;8;2332.31;279.88
2485;285;9;1044.82;188.07
2486;285;10;29.1;2.04
2487;285;11;319.48;15.97
2488;285;12;2144.74;150.13
2489;286;1;1879.6;357.12
2490;286;2;640.41;51.23
2491;286;3;531.46;37.2
2492;286;4;136.86;12.32
2493;286;6;603.44;24.14
2494;286;7;1716.16;343.23
2495;286;8;966.51;115.98
2496;286;9;860.06;154.81
2497;286;10;1537.64;107.63
2498;286;11;1409.6;70.48
2499;287;1;1092.92;207.65
2500;287;2;306.3;24.5
2501;287;3;748.32;52.38
2502;287;5;1344.62;40.34
2503;287;6;365.22;14.61
2504;287;8;1046.94;125.63
2505;287;9;323.6;58.25
2506;287;10;1436.01;100.52
2507;287;11;626.06;31.3
2508;287;12;958.11;67.07
2509;288;1;608.43;115.6
2510;288;2;932.6;74.61
2511;288;3;1083.98;75.88
2512;288;5;427.39;12.82
2513;288;6;762.33;30.49
2514;288;7;739.71;147.94
2515;288;8;748.54;89.82
2516;288;9;1111.07;199.99
2517;288;10;819.97;57.4
2518;288;11;412.07;20.6
2519;288;12;2053.44;143.74
2520;289;1;1098.31;208.68
2521;289;2;438.96;35.12
2522;289;3;862.86;60.4
2523;289;4;687.81;61.9
2524;289;5;5.15;0.15
2525;289;6;152.77;6.11
2526;289;8;2259.66;271.16
2527;289;9;1167.49;210.15
2528;289;10;2013.41;140.94
2529;289;11;1578.2;78.91
2530;289;12;338.44;23.69
2531;290;1;1051.45;199.78
2532;290;2;425.05;34.0
2533;290;3;1583.14;110.82
2534;290;4;409.48;36.85
2535;290;5;466.08;13.98
2536;290;6;43.15;1.73
2537;290;7;591.93;118.39
2538;290;8;1071.51;128.58
2539;290;10;1128.11;78.97
2540;290;11;1828.13;91.41
2541;290;12;778.91;54.52
2542;291;1;2060.13;391.42
2543;291;2;3010.55;240.84
2544;291;3;2994.16;209.59
2545;291;6;3200.38;128.02
2546;292;1;185.21;35.19
2547;292;2;474.96;38.0
2548;292;3;1374.88;96.24
2549;292;4;25.38;2.28
2550;292;5;1004.74;30.14
2551;292;6;395.26;15.81
2552;292;7;2476.75;495.35
2553;292;8;3554.39;426.53
2554;292;9;858.3;154.49
2555;292;11;512.04;25.6
2556;292;12;354.62;24.82
2557;293;1;327.09;62.15
2558;293;2;825.19;66.02
2559;293;3;92.39;6.47
2560;293;4;57.83;5.2
2561;293;5;958.07;28.74
2562;293;6;294.43;11.78
2563;293;9;306.55;55.18
2564;293;10;1396.33;97.74
2565;293;11;245.8;12.29
2566;293;12;1068.49;74.79
2567;294;1;333.0;63.27
2568;294;2;344.56;27.56
2569;294;3;649.68;45.48
2570;294;6;705.55;28.22
2571;294;7;1195.1;239.02
2572;294;8;2924.83;350.98
2573;294;9;1338.88;241.0
2574;294;11;423.37;21.17
2575;295;1;272.38;51.75
2576;295;2;496.85;39.75
2577;295;3;597.56;41.83
2578;295;4;230.0;20.7
2579;295;5;325.95;9.78
2580;295;9;1627.47;292.94
2581;295;10;2212.9;154.9
2582;295;11;1360.47;68.02
2583;295;12;3195.8;223.71
2584;296;1;468.64;89.04
2585;296;3;525.23;36.77
2586;296;4;75.61;6.8
2587;296;5;301.76;9.05
2588;296;6;1249.24;49.97
2589;296;7;2458.75;491.75
2590;296;8;1399.48;167.94
2591;296;9;1083.32;195.0
2592;296;11;906.3;45.31
2593;297;1;1216.64;231.16
2594;297;2;1949.54;155.96
2595;297;3;291.66;20.42
2596;297;5;397.41;11.92
2597;297;6;1199.04;47.96
2598;297;9;2313.05;416.35
2599;297;10;2989.53;209.27
2600;297;11;207.76;10.39
2601;297;12;3307.36;231.52
2602;298;1;1360.19;258.44
2603;298;2;1944.13;155.53
2604;298;3;1295.53;90.69
2605;298;6;1600.92;64.04
2606;299;1;267.9;50.9
2607;299;2;1033.23;82.66
2608;299;3;723.54;50.65
2609;299;4;114.36;10.29
2610;299;6;663.94;26.56
2611;299;9;1957.05;352.27
2612;299;10;2577.23;180.41
2613;299;11;634.25;31.71
2614;299;12;1593.3;111.53
2615;300;1;645.33;122.61
2616;300;2;424.64;33.97
2617;300;3;863.22;60.43
2618;300;4;1050.2;94.52
2619;300;5;205.84;6.18
2620;300;6;319.92;12.8
2621;300;7;2615.58;523.12
2622;300;8;2874.05;344.89
2623;300;9;346.21;62.32
2624;300;11;543.42;27.17
2625;301;1;969.97;184.29
2626;301;2;276.22;22.1
2627;301;3;273.06;19.11
2628;301;4;271.53;24.44
2629;301;5;329.42;9.88
2630;301;6;667.26;26.69
2631;301;9;159.5;28.71
2632;301;10;895.7;62.7
2633;301;11;1414.45;70.72
2634;301;12;2587.06;181.09
2635;302;1;714.38;135.73
2636;302;2;566.71;45.34
2637;302;3;546.69;38.27
2638;302;4;1017.59;91.58
2639;302;5;798.18;23.95
2640;302;6;555.63;22.23
2641;302;7;1582.19;316.44
2642;302;8;3088.83;370.66
2643;302;9;1191.04;214.39
2644;302;11;709.32;35.47
2645;303;1;626.99;119.13
2646;303;2;1029.56;82.36
2647;303;3;199.09;13.94
2648;303;4;760.43;68.44
2649;303;6;725.08;29.0
2650;303;9;164.48;29.61
2651;303;10;1891.54;132.41
2652;303;11;813.21;40.66
2653;303;12;1986.42;139.05
2654;304;1;971.67;184.62
2655;304;2;389.96;31.2
2656;304;3;350.84;24.56
2657;304;5;17.91;0.54
2658;304;6;684.22;27.37
2659;304;7;2601.26;520.25
2660;304;8;1107.56;132.91
2661;304;9;321.85;57.93
2662;304;11;394.38;19.72
2663;305;1;1511.61;287.21
2664;305;2;1627.03;130.16
2665;305;3;2640.97;184.87
2666;305;6;1701.57;68.06
2667;306;1;352.34;66.94
2668;306;2;1066.62;85.33
2669;306;3;42.73;2.99
2670;306;4;14.01;1.26
2671;306;5;628.31;18.85
2672;306;6;723.6;28.94
2673;306;7;1062.99;212.6
2674;306;8;4215.58;505.87
2675;306;9;304.6;54.83
2676;306;11;1343.95;67.2
2677;307;1;355.1;67.47
2678;307;2;893.71;71.5
2679;307;3;879.6;61.57
2680;307;4;286.95;25.83
2681;307;6;1048.17;41.93
2682;307;9;494.75;89.06
2683;307;10;2774.3;194.2
2684;307;11;731.02;36.55
2685;307;12;2274.46;159.21
2686;308;2;582.07;46.57
2687;308;3;1330.36;93.13
2688;308;4;783.63;70.53
2689;308;7;1968.14;393.63
2690;308;8;1432.51;171.9
2691;308;9;1126.78;202.82
2692;308;11;532.56;26.63
2693;309;1;313.01;59.47
2694;309;2;645.22;51.62
2695;309;3;140.8;9.86
2696;309;4;582.93;52.46
2697;309;6;813.62;32.54
2698;309;9;598.15;107.67
2699;309;10;4309.32;301.65
2700;309;11;916.27;45.81
2701;309;12;1485.78;104.0
2702;310;1;713.63;135.59
2703;310;2;343.9;27.51
2704;310;3;809.44;56.66
2705;310;4;69.64;6.27
2706;310;6;370.79;14.83
2707;310;7;1072.14;214.43
2708;310;8;933.12;111.97
2709;310;9;282.26;50.81
2710;310;11;369.96;18.5
2711;311;1;446.61;84.86
2712;311;2;1078.49;86.28
2713;311;3;528.33;36.98
2714;311;4;222.33;20.01
2715;311;5;789.44;23.68
2716;311;6;988.82;39.55
2717;311;9;1271.15;228.81
2718;311;10;2774.6;194.22
2719;311;11;1314.52;65.73
2720;311;12;2617.2;183.2
2721;312;1;2273.45;431.96
2722;312;2;751.83;60.15
2723;312;3;2631.16;184.18
2724;312;6;2817.92;112.72
2725;313;1;534.99;101.65
2726;313;2;252.05;20.16
2727;313;3;388.66;27.21
2728;313;4;19.81;1.78
2729;313;5;1412.68;42.38
2730;313;6;909.24;36.37
2731;313;9;430.3;77.45
2732;313;10;1600.63;112.04
2733;313;11;45.69;2.28
2734;313;12;730.52;51.14
2735;314;1;298.37;56.69
2736;314;2;1065.66;85.25
2737;314;3;1369.49;95.86
2738;314;4;377.76;34.0
2739;314;6;198.35;7.93
2740;314;8;787.32;94.48
2741;314;9;335.0;60.3
2742;314;10;1797.78;125.84
2743;314;11;579.0;28.95
2744;315;1;930.82;176.86
2745;315;2;2384.64;190.77
2746;315;3;174.68;12.23
2747;315;4;798.72;71.88
2748;315;5;355.44;10.66
2749;315;6;1079.59;43.18
2750;315;7;612.87;122.57
2751;315;8;644.0;77.28
2752;315;9;645.58;116.2
2753;315;10;924.11;64.69
2754;315;11;381.42;19.07
2755;315;12;1086.74;76.07
2756;316;1;964.72;183.3
2757;316;2;917.45;73.4
2758;316;3;441.94;30.94
2759;316;5;431.69;12.95
2760;316;6;6.57;0.26
2761;316;8;3034.68;364.16
2762;316;9;939.87;169.18
2763;316;10;2317.46;162.22
2764;316;11;564.5;28.23
2765;317;1;721.54;137.09
2766;317;2;724.56;57.96
2767;317;4;104.7;9.42
2768;317;6;305.55;12.22
2769;317;7;1294.8;258.96
2770;317;8;1103.97;132.48
2771;317;9;1436.26;258.53
2772;317;10;2086.42;146.05
2773;317;11;571.65;28.58
2774;317;12;490.02;34.3
2775;318;1;645.99;122.74
2776;318;3;717.37;50.22
2777;318;4;521.42;46.93
2778;318;5;570.08;17.1
2779;318;6;960.22;38.41
2780;318;8;2498.43;299.81
2781;318;9;485.85;87.45
2782;318;10;2688.78;188.21
2783;318;11;931.57;46.58
2784;319;1;1840.79;349.75
2785;319;2;2128.21;170.26
2786;319;3;3309.71;231.68
2787;319;6;1082.64;43.31
2788;320;1;652.91;124.05
2789;320;2;440.59;35.25
2790;320;3;427.83;29.95
2791;320;5;387.1;11.61
2792;320;6;688.65;27.55
2793;320;8;2206.21;264.75
2794;320;9;403.22;72.58
2795;320;10;2643.41;185.04
2796;321;1;276.14;52.47
2797;321;2;796.47;63.72
2798;321;3;581.49;40.7
2799;321;4;42.7;3.84
2800;321;5;415.66;12.47
2801;321;6;1249.85;49.99
2802;321;8;21.21;2.55
2803;321;10;1453.36;101.74
2804;321;11;465.47;23.27
2805;321;12;1307.61;91.53
2806;322;2;449.87;35.99
2807;322;3;407.13;28.5
2808;322;6;166.5;6.66
2809;322;8;3432.85;411.94
2810;322;9;406.16;73.11
2811;322;10;1541.02;107.87
2812;322;11;891.6;44.58
2813;323;1;869.36;165.18
2814;323;2;672.44;53.8
2815;323;4;553.37;49.8
2816;323;6;181.19;7.25
2817;323;7;1542.71;308.54
2818;323;8;1092.8;131.14
2819;323;9;396.55;71.38
2820;323;10;1838.61;128.7
2821;323;11;1467.26;73.36
2822;323;12;1541.88;107.93
2823;324;1;675.04;128.26
2824;324;2;826.6;66.13
2825;324;3;738.39;51.69
2826;324;6;563.28;22.53
2827;324;8;1665.91;199.91
2828;324;9;1136.86;204.63
2829;324;10;1340.35;93.82
2830;324;11;2071.15;103.56
2831;325;1;1253.42;238.15
2832;325;2;263.38;21.07
2833;325;5;5.92;0.18
2834;325;6;180.4;7.22
2835;325;7;657.44;131.49
2836;325;8;79.92;9.59
2837;325;9;148.46;26.72
2838;325;10;333.76;23.36
2839;325;11;1484.5;74.23
2840;325;12;1161.59;81.31
2841;326;1;2772.84;526.84
2842;326;2;3935.06;314.8
2843;326;3;1891.11;132.38
2844;326;6;3542.19;141.69
2845;327;1;144.6;27.47
2846;327;2;1149.9;91.99
2847;327;3;1336.29;93.54
2848;327;4;414.04;37.26
2849;327;5;268.02;8.04
2850;327;6;879.7;35.19
2851;327;7;1095.27;219.05
2852;327;8;1686.07;202.33
2853;327;9;1111.08;199.99
2854;327;10;999.93;70.0
2855;327;11;725.85;36.29
2856;327;12;864.76;60.53
2857;328;1;207.6;39.44
2858;328;2;738.21;59.06
2859;328;3;443.53;31.05
2860;328;5;185.77;5.57
2861;328;6;1814.76;72.59
2862;328;8;2409.84;289.18
2863;328;9;1418.52;255.33
2864;328;10;1682.46;117.77
2865;328;11;478.92;23.95
2866;329;2;664.21;53.14
2867;329;5;819.54;24.59
2868;329;6;342.36;13.69
2869;329;7;558.53;111.71
2870;329;8;111.42;13.37
2871;329;9;418.01;75.24
2872;329;10;880.41;61.63
2873;329;11;465.71;23.29
2874;329;12;1272.67;89.09
2875;330;1;966.9;183.71
2876;330;2;766.06;61.28
2877;330;3;218.06;15.26
2878;330;6;1317.5;52.7
2879;330;8;2016.52;241.98
2880;330;9;1025.48;184.59
2881;330;10;1630.93;114.17
2882;330;11;604.42;30.22
2883;331;1;521.43;99.07
2884;331;2;802.72;64.22
2885;331;3;615.47;43.08
2886;331;5;236.54;7.1
2887;331;6;1360.57;54.42
2888;331;7;1196.22;239.24
2889;331;8;627.45;75.29
2890;331;9;519.86;93.57
2891;331;10;1240.12;86.81
2892;331;11;118.18;5.91
2893;331;12;328.52;23.0
2894;332;1;2421.57;460.1
2895;332;3;1603.71;112.26
2896;332;4;973.74;87.64
2897;332;5;145.35;4.36
2898;332;6;58.07;2.32
2899;332;8;1741.86;209.02
2900;332;9;947.39;170.53
2901;332;10;1132.79;79.3
2902;332;11;1422.24;71.11
2903;333;1;1809.62;343.83
2904;333;2;1527.66;122.21
2905;333;3;2428.99;170.03
2906;333;6;1805.74;72.23
2907;334;1;493.33;93.73
2908;334;2;1000.71;80.06
2909;334;3;465.06;32.55
2910;334;4;108.4;9.76
2911;334;5;175.21;5.26
2912;334;6;557.75;22.31
2913;334;8;2505.95;300.71
2914;334;10;2891.35;202.39
2915;335;1;1516.62;288.16
2916;335;2;443.24;35.46
2917;335;3;434.56;30.42
2918;335;4;454.71;40.92
2919;335;5;293.17;8.8
2920;335;6;1253.52;50.14
2921;335;7;660.08;132.02
2922;335;8;723.97;86.88
2923;335;9;363.75;65.48
2924;335;10;595.41;41.68
2925;335;11;927.13;46.36
2926;335;12;145.01;10.15
2927;336;1;654.67;124.39
2928;336;2;635.86;50.87
2929;336;3;359.83;25.19
2930;336;4;175.08;15.76
2931;336;6;808.88;32.36
2932;336;8;737.19;88.46
2933;336;9;391.48;70.47
2934;336;10;2326.58;162.86
2935;336;11;989.16;49.46
2936;337;1;733.39;139.34
2937;337;2;314.19;25.14
2938;337;3;948.57;66.4
2939;337;4;395.89;35.63
2940;337;5;654.41;19.63
2941;337;6;1269.57;50.78
2942;337;7;755.58;151.12
2943;337;8;136.71;16.41
2944;337;9;227.5;40.95
2945;337;10;1082.65;75.79
2946;337;11;427.55;21.38
2947;337;12;620.71;43.45
2948;338;1;1589.94;302.09
2949;338;2;396.72;31.74
2950;338;3;780.92;54.66
2951;338;5;233.25;7.0
2952;338;6;385.49;15.42
2953;338;8;1610.39;193.25
2954;338;9;468.98;84.42
2955;338;10;3899.32;272.95
2956;338;11;1103.32;55.17
2957;339;1;991.8;188.44
2958;339;2;416.86;33.35
2959;339;3;450.5;31.54
2960;339;4;758.47;68.26
2961;339;5;283.64;8.51
2962;339;6;130.17;5.21
2963;339;7;1436.63;287.33
2964;339;8;314.41;37.73
2965;339;9;1527.09;274.88
2966;339;10;1276.79;89.38
2967;339;11;426.3;21.32
2968;339;12;2437.62;170.63
2969;340;1;1198.03;227.63
2970;340;2;2399.19;191.94
2971;340;3;895.87;62.71
2972;340;6;1591.98;63.68
2973;341;1;567.83;107.89
2974;341;2;700.53;56.04
2975;341;4;793.71;71.43
2976;341;5;794.39;23.83
2977;341;6;2634.56;105.38
2978;341;7;207.4;41.48
2979;341;8;550.71;66.09
2980;341;9;743.84;133.89
2981;341;10;1688.55;118.2
2982;341;12;472.46;33.07
2983;342;1;149.55;28.41
2984;342;2;758.98;60.72
2985;342;3;312.32;21.86
2986;342;4;827.82;74.5
2987;342;5;135.67;4.07
2988;342;6;562.01;22.48
2989;342;8;4201.72;504.21
2990;342;9;342.37;61.63
2991;342;10;1496.6;104.76
2992;342;11;468.64;23.43
2993;343;1;498.34;94.68
2994;343;2;578.96;46.32
2995;343;3;2026.33;141.84
2996;343;4;760.93;68.48
2997;343;5;32.69;0.98
2998;343;6;609.81;24.39
2999;343;7;1466.04;293.21
3000;343;8;819.77;98.37
3001;343;9;207.42;37.34
3002;343;10;1404.77;98.33
3003;343;11;867.26;43.36
3004;343;12;1059.54;74.17
3005;344;2;441.03;35.28
3006;344;3;350.37;24.53
3007;344;5;530.35;15.91
3008;344;6;598.55;23.94
3009;344;8;1906.49;228.78
3010;344;9;276.13;49.7
3011;344;10;3370.41;235.93
3012;344;11;404.11;20.21
3013;345;2;1111.64;88.93
3014;345;3;882.02;61.74
3015;345;4;16.48;1.48
3016;345;5;306.62;9.2
3017;345;7;2330.69;466.14
3018;345;8;616.23;73.95
3019;345;9;689.21;124.06
3020;345;10;1184.48;82.91
3021;345;11;1004.27;50.21
3022;345;12;1980.42;138.63
3023;346;1;1863.65;354.09
3024;346;2;780.33;62.43
3025;346;3;681.81;47.73
3026;346;8;1051.78;126.21
3027;346;9;1330.99;239.58
3028;346;10;1998.05;139.86
3029;346;11;343.54;17.18
3030;347;1;2623.19;498.41
3031;347;2;1906.13;152.49
3032;347;3;1611.98;112.84
3033;347;6;2090.79;83.63
3034;348;1;25.61;4.87
3035;348;2;283.64;22.69
3036;348;3;195.24;13.67
3037;348;6;344.62;13.78
3038;348;8;550.27;66.03
3039;348;9;309.95;55.79
3040;348;10;530.65;37.15
3041;348;11;245.03;12.25
3042;349;1;1224.58;232.67
3043;349;2;142.61;11.41
3044;349;3;450.96;31.57
3045;349;4;34.27;3.08
3046;349;5;923.11;27.69
3047;349;6;342.23;13.69
3048;349;7;689.58;137.92
3049;349;8;1052.98;126.36
3050;349;9;349.82;62.97
3051;349;10;1476.95;103.39
3052;349;11;703.6;35.18
3053;349;12;601.57;42.11
3054;350;1;1738.47;330.31
3055;350;2;882.13;70.57
3056;350;3;1407.99;98.56
3057;350;4;182.97;16.47
3058;350;5;323.32;9.7
3059;350;6;204.47;8.18
3060;350;8;1835.23;220.23
3061;350;9;86.73;15.61
3062;350;10;3143.21;220.02
3063;350;11;329.26;16.46
3064;351;1;648.09;123.14
3065;351;2;322.23;25.78
3066;351;4;518.74;46.69
3067;351;5;434.04;13.02
3068;351;6;71.69;2.87
3069;351;7;995.05;199.01
3070;351;8;2346.1;281.53
3071;351;9;426.54;76.78
3072;351;10;551.27;38.59
3073;351;11;490.65;24.53
3074;351;12;288.87;20.22
3075;352;1;1051.57;199.8
3076;352;2;1362.6;109.01
3077;352;3;1142.38;79.97
3078;352;4;214.01;19.26
3079;352;5;75.81;2.27
3080;352;6;687.78;27.51
3081;352;8;2068.77;248.25
3082;352;9;1007.05;181.27
3083;352;10;1468.4;102.79
3084;352;11;1000.26;50.01
3085;353;1;791.88;150.46
3086;353;2;1148.82;91.91
3087;353;3;121.32;8.49
3088;353;4;424.75;38.23
3089;353;5;51.97;1.56
3090;353;7;2214.03;442.81
3091;353;8;1114.65;133.76
3092;353;9;434.32;78.18
3093;353;10;993.73;69.56
3094;353;11;915.02;45.75
3095;353;12;256.74;17.97
3096;354;1;2924.03;555.57
3097;354;2;2670.38;213.63
3098;354;3;6519.66;456.38
3099;354;6;2057.95;82.32
3100;355;1;662.9;125.95
3101;355;2;106.96;8.56
3102;355;3;534.03;37.38
3103;355;5;649.91;19.5
3104;355;6;403.41;16.14
3105;355;7;110.27;22.05
3106;355;8;603.66;72.44
3107;355;9;691.73;124.51
3108;355;10;325.78;22.8
3109;355;11;247.49;12.37
3110;355;12;804.12;56.29
3111;356;1;517.84;98.39
3112;356;2;1409.04;112.72
3113;356;3;1688.69;118.21
3114;356;4;441.32;39.72
3115;356;6;160.82;6.43
3116;356;8;3016.63;362.0
3117;356;9;681.98;122.76
3118;356;10;2038.54;142.7
3119;356;11;510.29;25.51
3120;357;1;511.43;97.17
3121;357;2;1204.48;96.36
3122;357;3;367.62;25.73
3123;357;4;278.82;25.09
3124;357;6;66.31;2.65
3125;357;7;370.61;74.12
3126;357;8;211.58;25.39
3127;357;9;1243.18;223.77
3128;357;10;33.45;2.34
3129;357;12;1409.11;98.64
3130;358;1;814.6;154.77
3131;358;2;693.41;55.47
3132;358;3;493.33;34.53
3133;358;4;76.55;6.89
3134;358;5;443.7;13.31
3135;358;6;189.78;7.59
3136;358;8;2244.04;269.28
3137;358;9;305.83;55.05
3138;358;10;1291.55;90.41
3139;358;11;252.42;12.62
3140;359;1;420.64;79.92
3141;359;2;914.26;73.14
3142;359;3;147.11;10.3
3143;359;4;301.12;27.1
3144;359;5;527.82;15.83
3145;359;6;312.78;12.51
3146;359;7;399.96;79.99
3147;359;8;264.28;31.71
3148;359;9;47.65;8.58
3149;359;10;188.91;13.22
3150;359;11;1213.88;60.69
3151;359;12;1208.45;84.59
3152;360;1;268.59;51.03
3153;360;2;940.07;75.21
3154;360;3;517.32;36.21
3155;360;4;445.64;40.11
3156;360;5;162.38;4.87
3157;360;6;1366.48;54.66
3158;360;8;2743.41;329.21
3159;360;9;196.59;35.39
3160;360;10;2063.02;144.41
3161;360;11;145.47;7.27
3162;361;1;4099.39;778.88
3163;361;2;1887.51;151.0
3164;361;3;438.73;30.71
3165;361;6;1851.33;74.05
3166;362;1;508.25;96.57
3167;362;2;1634.93;130.79
3168;362;3;833.33;58.33
3169;362;5;151.45;4.54
3170;362;6;842.68;33.71
3171;362;8;2285.6;274.27
3172;362;9;343.64;61.86
3173;362;10;837.13;58.6
3174;362;11;327.99;16.4
3175;363;1;276.02;52.44
3176;363;2;704.54;56.36
3177;363;3;426.67;29.87
3178;363;4;313.97;28.26
3179;363;5;413.13;12.39
3180;363;6;1678.78;67.15
3181;363;7;643.18;128.64
3182;363;8;1681.1;201.73
3183;363;9;546.41;98.35
3184;363;10;1385.97;97.02
3185;363;11;1315.38;65.77
3186;363;12;672.9;47.1
3187;364;1;470.65;89.42
3188;364;2;570.82;45.67
3189;364;3;230.12;16.11
3190;364;4;816.66;73.5
3191;364;5;978.37;29.35
3192;364;6;8.74;0.35
3193;364;8;742.94;89.15
3194;364;9;868.65;156.36
3195;364;10;2360.82;165.26
3196;364;11;1342.09;67.1
3197;365;1;377.38;71.7
3198;365;2;263.14;21.05
3199;365;3;1920.56;134.44
3200;365;5;338.36;10.15
3201;365;6;1566.88;62.68
3202;365;7;1024.61;204.92
3203;365;8;458.38;55.01
3204;365;9;390.99;70.38
3205;365;10;663.21;46.42
3206;365;11;329.36;16.47
3207;365;12;456.88;31.98
3208;366;1;324.07;61.57
3209;366;2;296.37;23.71
3210;366;4;50.53;4.55
3211;366;5;269.58;8.09
3212;366;6;1432.8;57.31
3213;366;8;698.26;83.79
3214;366;9;189.71;34.15
3215;366;10;3937.7;275.64
3216;366;11;307.85;15.39
3217;367;1;625.04;118.76
3218;367;2;456.98;36.56
3219;367;3;123.07;8.61
3220;367;4;331.54;29.84
3221;367;5;858.11;25.74
3222;367;6;1205.98;48.24
3223;367;7;877.09;175.42
3224;367;8;2330.39;279.65
3225;367;9;1271.29;228.83
3226;367;11;409.01;20.45
3227;367;12;888.02;62.16
3228;368;1;1737.12;330.05
3229;368;2;2419.54;193.56
3230;368;3;1848.46;129.39
3231;368;6;2628.62;105.14
3232;369;1;319.58;60.72
3233;369;2;6.24;0.5
3234;369;3;641.04;44.87
3235;369;4;574.29;51.69
3236;369;5;61.58;1.85
3237;369;6;457.32;18.29
3238;369;7;1757.85;351.57
3239;369;8;223.7;26.84
3240;369;9;620.41;111.67
3241;369;10;764.59;53.52
3242;369;11;714.33;35.72
3243;369;12;698.55;48.9
3244;370;1;122.72;23.32
3245;370;2;1288.47;103.08
3246;370;3;111.72;7.82
3247;370;5;542.16;16.26
3248;370;6;2178.47;87.14
3249;370;8;802.54;96.3
3250;370;9;625.93;112.67
3251;370;10;1379.64;96.57
3252;370;11;380.66;19.03
3253;371;1;1346.19;255.78
3254;371;2;160.73;12.86
3255;371;3;1144.9;80.14
3256;371;5;406.13;12.18
3257;371;6;1437.9;57.52
3258;371;7;1541.76;308.35
3259;371;8;212.86;25.54
3260;371;9;1489.42;268.1
